id;pm10;pm25;pm1;co2;co;humidity;temperature;date;long;lat
"13977";"10";"18";"14";"-6391";"6.64";"0";"0";"2018-01-10 16:11:02";"-17.4651";"14.7015"
"13978";"10";"18";"14";"-14228";"6.62";"0";"0";"2018-01-10 16:11:04";"-17.4651";"14.7015"
"13979";"10";"16";"14";"-7318";"6.62";"0";"0";"2018-01-10 16:11:06";"-17.4651";"14.7015"
"13980";"10";"18";"14";"-15032";"6.64";"0";"0";"2018-01-10 16:11:08";"-17.4651";"14.7015"
"13981";"10";"18";"14";"-8531";"6.61";"0";"0";"2018-01-10 16:11:09";"-17.4651";"14.7015"
"13982";"10";"18";"14";"-9719";"6.63";"0";"0";"2018-01-10 16:11:11";"-17.4651";"14.7015"
"13983";"12";"22";"18";"-2865";"6.61";"0";"0";"2018-01-10 16:11:13";"-17.4651";"14.7015"
"13984";"14";"25";"21";"-4813";"6.61";"0";"0";"2018-01-10 16:11:15";"-17.4651";"14.7015"
"13985";"16";"28";"23";"-11738";"6.62";"0";"0";"2018-01-10 16:11:17";"-17.4651";"14.7015"
"13986";"20";"33";"28";"-4813";"6.6";"0";"0";"2018-01-10 16:11:18";"-17.4651";"14.7015"
"13987";"20";"32";"28";"-4171";"6.59";"0";"0";"2018-01-10 16:11:20";"-17.4651";"14.7015"
"13988";"21";"33";"28";"-7927";"6.59";"0";"0";"2018-01-10 16:11:22";"-17.4651";"14.7015"
"13989";"21";"33";"28";"8245";"6.58";"0";"0";"2018-01-10 16:11:24";"-17.4652";"14.7015"
"13990";"26";"37";"34";"6328";"6.58";"0";"0";"2018-01-10 16:11:25";"-17.4652";"14.7014"
"13991";"27";"38";"34";"2643";"6.58";"0";"0";"2018-01-10 16:11:27";"-17.4652";"14.7014"
"13992";"26";"37";"33";"1222";"6.57";"0";"0";"2018-01-10 16:11:29";"-17.4653";"14.7013"
"13993";"34";"45";"41";"-5132";"6.59";"0";"0";"2018-01-10 16:11:31";"-17.4654";"14.7013"
"13994";"32";"41";"37";"-6701";"6.58";"0";"0";"2018-01-10 16:11:33";"-17.4654";"14.7012"
"13995";"29";"38";"35";"1575";"6.57";"0";"0";"2018-01-10 16:11:34";"-17.4655";"14.7012"
"13996";"29";"38";"35";"176";"6.58";"0";"0";"2018-01-10 16:11:36";"-17.4655";"14.7011"
"13997";"30";"41";"37";"3364";"6.58";"0";"0";"2018-01-10 16:11:38";"-17.4656";"14.701"
"13998";"31";"43";"38";"872";"6.58";"0";"0";"2018-01-10 16:11:40";"-17.4656";"14.701"
"13999";"31";"43";"38";"-5132";"6.58";"0";"0";"2018-01-10 16:11:42";"-17.4657";"14.7009"
"14000";"31";"42";"38";"-6079";"6.58";"0";"0";"2018-01-10 16:11:43";"-17.4657";"14.7008"
"14001";"28";"39";"35";"-1531";"6.58";"0";"0";"2018-01-10 16:11:45";"-17.4658";"14.7008"
"14002";"27";"36";"33";"-8230";"6.54";"0";"0";"2018-01-10 16:11:47";"-17.4658";"14.7007"
"14003";"27";"36";"33";"-11454";"6.6";"0";"0";"2018-01-10 16:11:49";"-17.4658";"14.7007"
"14004";"27";"38";"35";"-3194";"6.58";"0";"0";"2018-01-10 16:11:50";"-17.4658";"14.7007"
"14005";"27";"38";"35";"-9424";"6.57";"0";"0";"2018-01-10 16:11:52";"-17.4658";"14.7007"
"14006";"24";"37";"32";"-12581";"6.58";"0";"0";"2018-01-10 16:11:54";"-17.4659";"14.7007"
"14007";"23";"32";"29";"-7318";"6.59";"0";"0";"2018-01-10 16:11:56";"-17.4659";"14.7007"
"14008";"21";"31";"27";"-169";"6.57";"0";"0";"2018-01-10 16:11:58";"-17.4659";"14.7007"
"14009";"18";"28";"23";"3364";"6.57";"0";"0";"2018-01-10 16:11:59";"-17.4659";"14.7007"
"14010";"17";"27";"22";"-5449";"6.58";"0";"0";"2018-01-10 16:12:01";"-17.4659";"14.7007"
"14011";"17";"26";"22";"2285";"6.57";"0";"0";"2018-01-10 16:12:03";"-17.4659";"14.7007"
"14012";"17";"26";"22";"-1867";"6.57";"0";"0";"2018-01-10 16:12:05";"-17.4659";"14.7007"
"14013";"15";"23";"19";"-1867";"6.58";"0";"0";"2018-01-10 16:12:07";"-17.4659";"14.7007"
"14014";"15";"23";"19";"7472";"6.58";"0";"0";"2018-01-10 16:12:08";"-17.4658";"14.7007"
"14015";"12";"20";"17";"-854";"6.57";"0";"0";"2018-01-10 16:12:10";"-17.4658";"14.7007"
"14016";"10";"18";"14";"8245";"6.56";"0";"0";"2018-01-10 16:12:12";"-17.4658";"14.7007"
"14017";"8";"14";"11";"9026";"6.57";"0";"0";"2018-01-10 16:12:14";"-17.4659";"14.7007"
"14018";"7";"15";"11";"13056";"6.57";"0";"0";"2018-01-10 16:12:15";"-17.4659";"14.7007"
"14019";"7";"15";"12";"13888";"6.57";"0";"0";"2018-01-10 16:12:17";"-17.4659";"14.7006"
"14020";"12";"19";"16";"872";"6.6";"0";"0";"2018-01-10 16:12:19";"-17.466";"14.7006"
"14021";"12";"19";"16";"6708";"6.6";"0";"0";"2018-01-10 16:12:21";"-17.466";"14.7005"
"14022";"13";"22";"18";"5951";"6.58";"0";"0";"2018-01-10 16:12:23";"-17.4661";"14.7005"
"14023";"13";"23";"19";"-3194";"6.6";"0";"0";"2018-01-10 16:12:24";"-17.4661";"14.7004"
"14024";"13";"23";"19";"-6701";"6.58";"0";"0";"2018-01-10 16:12:26";"-17.4661";"14.7004"
"14025";"14";"23";"20";"-7927";"6.58";"0";"0";"2018-01-10 16:12:28";"-17.4661";"14.7004"
"14026";"13";"22";"19";"-13411";"6.58";"0";"0";"2018-01-10 16:12:30";"-17.4661";"14.7004"
"14027";"13";"21";"18";"-16602";"6.57";"0";"0";"2018-01-10 16:12:32";"-17.4661";"14.7004"
"14028";"13";"21";"18";"-12859";"6.58";"0";"0";"2018-01-10 16:12:34";"-17.4661";"14.7004"
"14029";"13";"20";"18";"-15823";"6.58";"0";"0";"2018-01-10 16:12:35";"-17.4661";"14.7004"
"14030";"12";"21";"16";"-21026";"6.59";"0";"0";"2018-01-10 16:12:37";"-17.4662";"14.7004"
"14031";"12";"21";"16";"-9128";"6.58";"0";"0";"2018-01-10 16:12:39";"-17.4662";"14.7003"
"14032";"12";"21";"16";"-3521";"6.58";"0";"0";"2018-01-10 16:12:41";"-17.4662";"14.7003"
"14033";"10";"20";"15";"-4813";"6.57";"0";"0";"2018-01-10 16:12:43";"-17.4663";"14.7003"
"14034";"10";"18";"14";"-5765";"6.6";"0";"0";"2018-01-10 16:12:44";"-17.4663";"14.7002"
"14035";"10";"18";"14";"-3847";"6.62";"0";"0";"2018-01-10 16:12:46";"-17.4664";"14.7002"
"14036";"9";"16";"12";"10613";"6.61";"0";"0";"2018-01-10 16:12:48";"-17.4664";"14.7001"
"14037";"9";"16";"12";"7858";"6.61";"0";"0";"2018-01-10 16:12:50";"-17.4664";"14.7001"
"14038";"8";"16";"12";"-3194";"6.6";"0";"0";"2018-01-10 16:12:52";"-17.4665";"14.7"
"14039";"8";"16";"12";"872";"6.61";"0";"0";"2018-01-10 16:12:53";"-17.4665";"14.7"
"14040";"9";"17";"12";"-2201";"6.62";"0";"0";"2018-01-10 16:12:55";"-17.4665";"14.7"
"14041";"9";"17";"12";"5202";"6.6";"0";"0";"2018-01-10 16:12:57";"-17.4665";"14.7"
"14042";"9";"17";"12";"-512";"6.6";"0";"0";"2018-01-10 16:12:59";"-17.4665";"14.7"
"14043";"9";"17";"12";"-4493";"6.62";"0";"0";"2018-01-10 16:13:00";"-17.4666";"14.6999"
"14044";"9";"17";"12";"-3194";"6.6";"0";"0";"2018-01-10 16:13:02";"-17.4666";"14.6999"
"14045";"8";"14";"12";"-14228";"6.6";"0";"0";"2018-01-10 16:13:04";"-17.4666";"14.6999"
"14046";"8";"14";"12";"-10012";"6.6";"0";"0";"2018-01-10 16:13:06";"-17.4666";"14.6999"
"14047";"8";"14";"12";"-3847";"6.6";"0";"0";"2018-01-10 16:13:08";"-17.4667";"14.6998"
"14048";"7";"13";"11";"-7927";"6.61";"0";"0";"2018-01-10 16:13:09";"-17.4667";"14.6998"
"14049";"7";"13";"11";"-3847";"6.6";"0";"0";"2018-01-10 16:13:11";"-17.4667";"14.6998"
"14050";"7";"12";"10";"1929";"6.6";"0";"0";"2018-01-10 16:13:13";"-17.4667";"14.6998"
"14051";"7";"12";"10";"4831";"6.6";"0";"0";"2018-01-10 16:13:15";"-17.4667";"14.6998"
"14052";"6";"11";"9";"872";"6.59";"0";"0";"2018-01-10 16:13:17";"-17.4667";"14.6997"
"14053";"6";"11";"9";"6708";"6.6";"0";"0";"2018-01-10 16:13:18";"-17.4667";"14.6997"
"14054";"5";"10";"8";"-1867";"6.6";"0";"0";"2018-01-10 16:13:20";"-17.4668";"14.6997"
"14055";"5";"9";"8";"3728";"6.6";"0";"0";"2018-01-10 16:13:22";"-17.4668";"14.6997"
"14056";"5";"9";"8";"-512";"6.62";"0";"0";"2018-01-10 16:13:24";"-17.4668";"14.6997"
"14057";"5";"9";"8";"1929";"6.61";"0";"0";"2018-01-10 16:13:26";"-17.4668";"14.6997"
"14058";"6";"9";"8";"4831";"6.6";"0";"0";"2018-01-10 16:13:27";"-17.4668";"14.6996"
"14059";"5";"10";"8";"5576";"6.6";"0";"0";"2018-01-10 16:13:29";"-17.4668";"14.6996"
"14060";"5";"10";"8";"1575";"6.6";"0";"0";"2018-01-10 16:13:31";"-17.4669";"14.6996"
"14061";"6";"10";"8";"5576";"6.61";"0";"0";"2018-01-10 16:13:33";"-17.4669";"14.6995"
"14062";"6";"10";"8";"10213";"6.61";"0";"0";"2018-01-10 16:13:34";"-17.4669";"14.6995"
"14063";"6";"10";"8";"6328";"6.62";"0";"0";"2018-01-10 16:13:36";"-17.467";"14.6995"
"14064";"7";"11";"9";"2285";"6.61";"0";"0";"2018-01-10 16:13:38";"-17.467";"14.6995"
"14065";"7";"11";"9";"4831";"6.61";"0";"0";"2018-01-10 16:13:40";"-17.467";"14.6994"
"14066";"7";"11";"9";"5576";"6.6";"0";"0";"2018-01-10 16:13:42";"-17.4671";"14.6994"
"14067";"7";"11";"9";"1929";"6.6";"0";"0";"2018-01-10 16:13:43";"-17.4671";"14.6994"
"14068";"7";"12";"10";"10613";"6.6";"0";"0";"2018-01-10 16:13:45";"-17.4671";"14.6994"
"14069";"8";"12";"10";"9815";"6.6";"0";"0";"2018-01-10 16:13:47";"-17.4671";"14.6994"
"14070";"8";"12";"10";"5202";"6.6";"0";"0";"2018-01-10 16:13:49";"-17.4671";"14.6994"
"14071";"8";"13";"10";"16437";"6.61";"0";"0";"2018-01-10 16:13:51";"-17.4671";"14.6994"
"14072";"11";"16";"15";"9026";"6.6";"0";"0";"2018-01-10 16:13:53";"-17.4672";"14.6994"
"14073";"14";"22";"19";"18182";"6.59";"0";"0";"2018-01-10 16:13:54";"-17.4672";"14.6994"
"14074";"20";"35";"31";"11015";"6.6";"0";"0";"2018-01-10 16:13:56";"-17.4672";"14.6993"
"14075";"30";"55";"46";"8245";"6.61";"0";"0";"2018-01-10 16:13:58";"-17.4672";"14.6993"
"14076";"36";"68";"56";"14729";"6.6";"0";"0";"2018-01-10 16:13:59";"-17.4673";"14.6993"
"14077";"46";"87";"72";"17742";"6.6";"0";"0";"2018-01-10 16:14:02";"-17.4672";"14.6993"
"14078";"49";"95";"77";"13471";"6.6";"0";"0";"2018-01-10 16:14:03";"-17.4672";"14.6993"
"14079";"46";"88";"71";"3003";"6.62";"0";"0";"2018-01-10 16:14:05";"-17.4673";"14.6993"
"14080";"46";"89";"71";"-2534";"6.6";"0";"0";"2018-01-10 16:14:07";"-17.4673";"14.6993"
"14081";"46";"89";"71";"-12021";"6.63";"0";"0";"2018-01-10 16:14:09";"-17.4673";"14.6993"
"14082";"43";"80";"65";"-6701";"6.62";"0";"0";"2018-01-10 16:14:10";"-17.4673";"14.6993"
"14083";"43";"80";"65";"-9424";"6.63";"0";"0";"2018-01-10 16:14:12";"-17.4673";"14.6993"
"14084";"37";"70";"58";"-5765";"6.58";"0";"0";"2018-01-10 16:14:14";"-17.4674";"14.6993"
"14085";"26";"47";"39";"-8830";"6.61";"0";"0";"2018-01-10 16:14:16";"-17.4674";"14.6992"
"14086";"22";"41";"34";"-3194";"6.59";"0";"0";"2018-01-10 16:14:18";"-17.4674";"14.6992"
"14087";"21";"39";"32";"-6079";"6.61";"0";"0";"2018-01-10 16:14:19";"-17.4674";"14.6992"
"14088";"18";"34";"28";"872";"6.6";"0";"0";"2018-01-10 16:14:21";"-17.4675";"14.6992"
"14089";"17";"34";"28";"5576";"6.6";"0";"0";"2018-01-10 16:14:23";"-17.4675";"14.6992"
"14090";"12";"24";"19";"3364";"6.6";"0";"0";"2018-01-10 16:14:25";"-17.4675";"14.6992"
"14091";"11";"23";"18";"7089";"6.6";"0";"0";"2018-01-10 16:14:27";"-17.4675";"14.6992"
"14092";"11";"23";"18";"16870";"6.6";"0";"0";"2018-01-10 16:14:28";"-17.4676";"14.6992"
"14093";"10";"23";"18";"20868";"6.6";"0";"0";"2018-01-10 16:14:30";"-17.4676";"14.6992"
"14094";"10";"22";"17";"8635";"6.6";"0";"0";"2018-01-10 16:14:32";"-17.4676";"14.6992"
"14095";"10";"22";"17";"16870";"6.61";"0";"0";"2018-01-10 16:14:34";"-17.4676";"14.6992"
"14096";"9";"19";"15";"16870";"6.61";"0";"0";"2018-01-10 16:14:36";"-17.4676";"14.6992"
"14097";"8";"19";"14";"9815";"6.6";"0";"0";"2018-01-10 16:14:38";"-17.4677";"14.6992"
"14098";"9";"19";"14";"13056";"6.58";"0";"0";"2018-01-10 16:14:39";"-17.4677";"14.6993"
"14099";"9";"19";"14";"5576";"6.6";"0";"0";"2018-01-10 16:14:41";"-17.4677";"14.6993"
"14100";"10";"18";"15";"19068";"6.6";"0";"0";"2018-01-10 16:14:43";"-17.4677";"14.6993"
"14101";"10";"18";"15";"12644";"6.6";"0";"0";"2018-01-10 16:14:45";"-17.4677";"14.6993"
"14102";"10";"17";"14";"9026";"6.55";"0";"0";"2018-01-10 16:14:47";"-17.4678";"14.6993"
"14103";"10";"17";"14";"29958";"6.54";"0";"0";"2018-01-10 16:14:48";"-17.4678";"14.6994"
"14104";"10";"17";"14";"20868";"6.54";"0";"0";"2018-01-10 16:14:50";"-17.4679";"14.6994"
"14105";"10";"15";"13";"-23287";"6.43";"0";"0";"2018-01-10 16:14:52";"-17.4679";"14.6994"
"14106";"10";"15";"13";"-14430";"6.45";"0";"0";"2018-01-10 16:14:54";"-17.4679";"14.6994"
"14107";"10";"13";"12";"-19241";"6.41";"0";"0";"2018-01-10 16:14:55";"-17.468";"14.6994"
"14108";"10";"13";"12";"25539";"6.57";"0";"0";"2018-01-10 16:14:57";"-17.468";"14.6994"
"14109";"11";"16";"14";"28461";"6.47";"0";"0";"2018-01-10 16:14:59";"-17.468";"14.6994"
"14110";"11";"16";"14";"31478";"6.49";"0";"0";"2018-01-10 16:15:01";"-17.4681";"14.6994"
"14111";"11";"16";"14";"25539";"6.5";"0";"0";"2018-01-10 16:15:03";"-17.4682";"14.6994"
"14112";"10";"15";"14";"27968";"6.47";"0";"0";"2018-01-10 16:15:04";"-17.4682";"14.6993"
"14113";"10";"15";"14";"28461";"6.48";"0";"0";"2018-01-10 16:15:06";"-17.4683";"14.6993"
"14114";"11";"16";"15";"13056";"6.5";"0";"0";"2018-01-10 16:15:08";"-17.4683";"14.6992"
"14115";"14";"20";"19";"16007";"6.5";"0";"0";"2018-01-10 16:15:10";"-17.4684";"14.6992"
"14116";"14";"22";"20";"16870";"6.45";"0";"0";"2018-01-10 16:15:12";"-17.4684";"14.6991"
"14117";"15";"22";"20";"18182";"6.42";"0";"0";"2018-01-10 16:15:13";"-17.4684";"14.6991"
"14118";"16";"23";"21";"16007";"6.44";"0";"0";"2018-01-10 16:15:15";"-17.4684";"14.699"
"14119";"16";"23";"21";"13888";"6.49";"0";"0";"2018-01-10 16:15:17";"-17.4684";"14.699"
"14120";"16";"25";"21";"-854";"6.5";"0";"0";"2018-01-10 16:15:19";"-17.4684";"14.6989"
"14121";"16";"26";"21";"5576";"6.49";"0";"0";"2018-01-10 16:15:21";"-17.4684";"14.6988"
"14122";"16";"24";"20";"9419";"6.48";"0";"0";"2018-01-10 16:15:22";"-17.4684";"14.6988"
"14123";"17";"24";"21";"3003";"6.49";"0";"0";"2018-01-10 16:15:24";"-17.4684";"14.6987"
"14124";"17";"24";"21";"-4493";"6.52";"0";"0";"2018-01-10 16:15:26";"-17.4683";"14.6986"
"14125";"17";"24";"21";"4461";"6.51";"0";"0";"2018-01-10 16:15:28";"-17.4682";"14.6986"
"14126";"17";"24";"21";"5951";"6.49";"0";"0";"2018-01-10 16:15:30";"-17.4681";"14.6985"
"14127";"16";"25";"21";"13471";"6.5";"0";"0";"2018-01-10 16:15:32";"-17.468";"14.6984"
"14128";"16";"25";"21";"-31994";"6.47";"0";"0";"2018-01-10 16:15:33";"-17.468";"14.6983"
"14129";"16";"24";"20";"-21571";"6.45";"0";"0";"2018-01-10 16:15:35";"-17.4679";"14.6982"
"14130";"13";"20";"18";"23641";"6.52";"0";"0";"2018-01-10 16:15:37";"-17.4678";"14.6981"
"14131";"12";"20";"18";"-31994";"6.52";"0";"0";"2018-01-10 16:15:39";"-17.4678";"14.698"
"14132";"12";"19";"17";"-10687";"6.52";"0";"0";"2018-01-10 16:15:40";"-17.4677";"14.6979"
"14133";"12";"21";"18";"3385";"6.51";"0";"0";"2018-01-10 16:15:42";"-17.4676";"14.6978"
"14134";"20";"39";"30";"23922";"6.48";"0";"0";"2018-01-10 16:15:44";"-17.4675";"14.6976"
"14135";"27";"57";"43";"-27993";"6.45";"0";"0";"2018-01-10 16:15:46";"-17.4674";"14.6975"
"14136";"33";"64";"50";"9349";"6.44";"0";"0";"2018-01-10 16:15:48";"-17.4673";"14.6975"
"14137";"35";"67";"53";"15958";"6.42";"0";"0";"2018-01-10 16:15:49";"-17.4672";"14.6973"
"14138";"35";"67";"53";"18208";"6.43";"0";"0";"2018-01-10 16:15:51";"-17.467";"14.6972"
"14139";"36";"66";"54";"-19812";"6.45";"0";"0";"2018-01-10 16:15:53";"-17.4669";"14.6971"
"14140";"34";"61";"50";"12910";"6.45";"0";"0";"2018-01-10 16:15:55";"-17.4668";"14.6971"
"14141";"26";"36";"33";"-25533";"6.46";"0";"0";"2018-01-10 16:15:57";"-17.4667";"14.697"
"14142";"22";"32";"29";"29456";"6.45";"0";"0";"2018-01-10 16:15:58";"-17.4667";"14.6969"
"14143";"21";"28";"27";"20868";"6.47";"0";"0";"2018-01-10 16:16:00";"-17.4666";"14.6969"
"14144";"22";"29";"27";"21783";"6.47";"0";"0";"2018-01-10 16:16:02";"-17.4665";"14.6968"
"14145";"22";"29";"27";"21324";"6.45";"0";"0";"2018-01-10 16:16:04";"-17.4665";"14.6968"
"14146";"23";"30";"28";"11419";"6.45";"0";"0";"2018-01-10 16:16:05";"-17.4664";"14.6968"
"14147";"23";"30";"28";"11015";"6.44";"0";"0";"2018-01-10 16:16:07";"-17.4664";"14.6967"
"14148";"20";"28";"26";"15153";"6.44";"0";"0";"2018-01-10 16:16:09";"-17.4663";"14.6967"
"14149";"20";"28";"26";"523";"6.5";"0";"0";"2018-01-10 16:16:11";"-17.4663";"14.6966"
"14150";"20";"29";"27";"-1867";"6.51";"0";"0";"2018-01-10 16:16:13";"-17.4663";"14.6966"
"14151";"21";"30";"28";"-3194";"6.49";"0";"0";"2018-01-10 16:16:14";"-17.4662";"14.6966"
"14152";"21";"30";"28";"-9424";"6.5";"0";"0";"2018-01-10 16:16:16";"-17.4662";"14.6966"
"14153";"22";"31";"28";"-7318";"6.49";"0";"0";"2018-01-10 16:16:18";"-17.4662";"14.6965"
"14154";"22";"31";"28";"-4171";"6.49";"0";"0";"2018-01-10 16:16:20";"-17.4661";"14.6965"
"14155";"27";"37";"33";"-2534";"6.45";"0";"0";"2018-01-10 16:16:22";"-17.466";"14.6964"
"14156";"29";"39";"36";"-3194";"6.47";"0";"0";"2018-01-10 16:16:23";"-17.466";"14.6964"
"14157";"45";"60";"56";"-4493";"6.48";"0";"0";"2018-01-10 16:16:25";"-17.4659";"14.6963"
"14158";"57";"72";"67";"1575";"6.46";"0";"0";"2018-01-10 16:16:27";"-17.4658";"14.6963"
"14159";"64";"84";"76";"872";"6.44";"0";"0";"2018-01-10 16:16:29";"-17.4657";"14.6962"
"14160";"68";"87";"79";"8635";"6.45";"0";"0";"2018-01-10 16:16:31";"-17.4656";"14.6961"
"14161";"61";"81";"74";"21324";"6.47";"0";"0";"2018-01-10 16:16:32";"-17.4655";"14.696"
"14162";"54";"73";"65";"-31471";"6.47";"0";"0";"2018-01-10 16:16:34";"-17.4653";"14.6959"
"14163";"54";"73";"65";"-6168";"6.47";"0";"0";"2018-01-10 16:16:36";"-17.4651";"14.6958"
"14164";"51";"106";"76";"-19812";"6.47";"0";"0";"2018-01-10 16:16:38";"-17.465";"14.6956"
"14165";"48";"111";"79";"855";"6.47";"0";"0";"2018-01-10 16:16:39";"-17.4649";"14.6955"
"14166";"50";"143";"91";"11532";"6.47";"0";"0";"2018-01-10 16:16:41";"-17.4647";"14.6954"
"14167";"56";"169";"105";"-29954";"6.47";"0";"0";"2018-01-10 16:16:43";"-17.4645";"14.6952"
"14168";"50";"155";"96";"15521";"6.44";"0";"0";"2018-01-10 16:16:45";"-17.4644";"14.695"
"14169";"46";"138";"87";"11926";"6.44";"0";"0";"2018-01-10 16:16:47";"-17.4642";"14.6949"
"14170";"45";"136";"87";"-27635";"6.44";"0";"0";"2018-01-10 16:16:48";"-17.4641";"14.6948"
"14171";"38";"101";"69";"13719";"6.45";"0";"0";"2018-01-10 16:16:50";"-17.4639";"14.6946"
"14172";"30";"69";"51";"10143";"6.45";"0";"0";"2018-01-10 16:16:52";"-17.4637";"14.6945"
"14173";"37";"77";"59";"-12203";"6.44";"0";"0";"2018-01-10 16:16:54";"-17.4635";"14.6943"
"14174";"41";"79";"63";"21806";"6.47";"0";"0";"2018-01-10 16:16:56";"-17.4634";"14.6943"
"14175";"37";"63";"52";"21627";"6.49";"0";"0";"2018-01-10 16:16:57";"-17.4633";"14.6941"
"14176";"43";"71";"59";"-29677";"6.49";"0";"0";"2018-01-10 16:16:59";"-17.4631";"14.694"
"14177";"48";"73";"63";"6122";"6.5";"0";"0";"2018-01-10 16:17:01";"-17.4629";"14.6939"
"14178";"46";"70";"61";"-6289";"6.49";"0";"0";"2018-01-10 16:17:03";"-17.4628";"14.6938"
"14179";"41";"62";"54";"11401";"6.5";"0";"0";"2018-01-10 16:17:04";"-17.4628";"14.6937"
"14180";"38";"57";"49";"-18650";"6.48";"0";"0";"2018-01-10 16:17:06";"-17.4627";"14.6937"
"14181";"37";"55";"48";"30968";"6.43";"0";"0";"2018-01-10 16:17:08";"-17.4626";"14.6936"
"14182";"22";"31";"28";"14308";"6.43";"0";"0";"2018-01-10 16:17:10";"-17.4625";"14.6935"
"14183";"10";"15";"14";"11015";"6.44";"0";"0";"2018-01-10 16:17:12";"-17.4625";"14.6935"
"14184";"11";"14";"14";"4094";"6.46";"0";"0";"2018-01-10 16:17:13";"-17.4624";"14.6934"
"14185";"11";"15";"14";"-4493";"6.46";"0";"0";"2018-01-10 16:17:15";"-17.4624";"14.6934"
"14186";"11";"16";"15";"-7010";"6.48";"0";"0";"2018-01-10 16:17:17";"-17.4623";"14.6933"
"14187";"11";"16";"15";"-11169";"6.48";"0";"0";"2018-01-10 16:17:19";"-17.4622";"14.6933"
"14188";"11";"16";"15";"-11738";"6.49";"0";"0";"2018-01-10 16:17:21";"-17.4622";"14.6933"
"14189";"14";"19";"18";"-2534";"6.47";"0";"0";"2018-01-10 16:17:23";"-17.4622";"14.6932"
"14190";"16";"22";"22";"4094";"6.47";"0";"0";"2018-01-10 16:17:24";"-17.4621";"14.6932"
"14191";"21";"28";"27";"13056";"6.46";"0";"0";"2018-01-10 16:17:26";"-17.462";"14.6931"
"14192";"19";"27";"25";"15579";"6.47";"0";"0";"2018-01-10 16:17:28";"-17.4619";"14.693"
"14193";"20";"27";"24";"3364";"6.48";"0";"0";"2018-01-10 16:17:29";"-17.4618";"14.6929"
"14194";"18";"25";"22";"-1193";"6.49";"0";"0";"2018-01-10 16:17:32";"-17.4618";"14.6929"
"14195";"19";"25";"22";"5576";"6.45";"0";"0";"2018-01-10 16:17:33";"-17.4617";"14.6928"
"14196";"19";"24";"22";"1929";"6.45";"0";"0";"2018-01-10 16:17:35";"-17.4617";"14.6927"
"14197";"17";"22";"20";"-4493";"6.43";"0";"0";"2018-01-10 16:17:37";"-17.4617";"14.6927"
"14198";"17";"22";"20";"-8531";"6.47";"0";"0";"2018-01-10 16:17:39";"-17.4617";"14.6927"
"14199";"17";"23";"21";"-9128";"6.49";"0";"0";"2018-01-10 16:17:40";"-17.4617";"14.6926"
"14200";"18";"24";"22";"-10303";"6.48";"0";"0";"2018-01-10 16:17:42";"-17.4617";"14.6926"
"14201";"18";"24";"22";"-13411";"6.47";"0";"0";"2018-01-10 16:17:44";"-17.4617";"14.6926"
"14202";"17";"23";"20";"-5449";"6.43";"0";"0";"2018-01-10 16:17:46";"-17.4616";"14.6926"
"14203";"16";"22";"19";"-4171";"6.44";"0";"0";"2018-01-10 16:17:48";"-17.4616";"14.6926"
"14204";"14";"21";"18";"-7623";"6.49";"0";"0";"2018-01-10 16:17:49";"-17.4616";"14.6926"
"14205";"12";"18";"16";"-8830";"6.51";"0";"0";"2018-01-10 16:17:51";"-17.4616";"14.6926"
"14206";"14";"21";"17";"-10882";"6.51";"0";"0";"2018-01-10 16:17:53";"-17.4616";"14.6926"
"14207";"14";"22";"17";"-5449";"6.49";"0";"0";"2018-01-10 16:17:54";"-17.4616";"14.6926"
"14208";"14";"22";"17";"-11169";"6.49";"0";"0";"2018-01-10 16:17:57";"-17.4615";"14.6926"
"14209";"13";"20";"16";"-11454";"6.49";"0";"0";"2018-01-10 16:17:58";"-17.4615";"14.6926"
"14210";"14";"22";"17";"872";"6.47";"0";"0";"2018-01-10 16:18:00";"-17.4615";"14.6926"
"14211";"16";"24";"20";"-4493";"6.46";"0";"0";"2018-01-10 16:18:02";"-17.4614";"14.6926"
"14212";"16";"24";"20";"-3521";"6.48";"0";"0";"2018-01-10 16:18:04";"-17.4614";"14.6927"
"14213";"18";"26";"21";"-3521";"6.49";"0";"0";"2018-01-10 16:18:05";"-17.4614";"14.6927"
"14214";"19";"27";"22";"4461";"6.49";"0";"0";"2018-01-10 16:18:07";"-17.4614";"14.6927"
"14215";"19";"27";"22";"3364";"6.48";"0";"0";"2018-01-10 16:18:09";"-17.4614";"14.6927"
"14216";"20";"28";"23";"176";"6.49";"0";"0";"2018-01-10 16:18:11";"-17.4614";"14.6927"
"14217";"26";"35";"29";"523";"6.48";"0";"0";"2018-01-10 16:18:13";"-17.4614";"14.6927"
"14218";"27";"35";"30";"11825";"6.46";"0";"0";"2018-01-10 16:18:14";"-17.4615";"14.6927"
"14219";"26";"36";"30";"12644";"6.47";"0";"0";"2018-01-10 16:18:16";"-17.4615";"14.6927"
"14220";"26";"36";"30";"5951";"6.47";"0";"0";"2018-01-10 16:18:18";"-17.4615";"14.6927"
"14221";"28";"41";"34";"25060";"6.44";"0";"0";"2018-01-10 16:18:19";"-17.4615";"14.6927"
"14222";"25";"37";"30";"5202";"6.5";"0";"0";"2018-01-10 16:18:22";"-17.4615";"14.6927"
"14223";"27";"38";"32";"4094";"6.48";"0";"0";"2018-01-10 16:18:23";"-17.4615";"14.6927"
"14224";"27";"39";"34";"6708";"6.45";"0";"0";"2018-01-10 16:18:25";"-17.4615";"14.6927"
